House Name,Address,Photo,Bedrooms,Bathrooms,Area (sq ft),Price
House Name,Address,Photo,Bedrooms,Bathrooms,Area (sq ft),Price
House Name,Address,Photo,Bedrooms,Bathrooms,Area (sq ft),Price
